Easting,Northing,Name,T/A,Grant Number,Driller,Date Drilled,Abstraction Volume per day,District,Borehole Depth,Static Water Level,Yield l/s,Status,Functionality,Permanent Casing Diameter,Type of Pump Installed,Water Point Use,Licenced,Well Development Duration,Pump Capacity,Pump Installed Depth,Main Water Strike Depth (MBGL),DWL,Turbidity,Temp,Conductivity,pH,Alkalinity,Hardness,Calcium,Magnesium,Sodium,Potassium,Carbonate,Bicarbonate,Sulphate,Nitrate,Ammonium,Iron,Manganese,Flouride,Dissolved_Solids,Chlorine,Suspended_Solids,Facaeal,E. Coli
553392,8487077,Kulumunyu,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553451,8497497,Mwanza 2,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553454,8521013,Kamongo school,Bolero,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553465,8801945,Chiwozga,SC Chakhaza,,Sawa Group,11/10/2016,,Rumphi,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553535,8523870,Tchale,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553603,8510775,Nkanile,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553672,8492101,Mtaya,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553686,8495930,Chikho 2,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553689,8488978,Kasela,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553690,8491866,Nyalubwe,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553712,8523916,Katsuka school,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553756,8496816,Msokonezi,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553782,8521061,Kadwa,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553878,8495637,Gobede,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553920,8497572,Kamkodola,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553940,8510369,Nkanile  2,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553965,8488880,Makanga,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553986,8512048,Chizolowondo  2,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554000,8492107,Mtaya,Mtunthama,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554046,8571812,Kamphandila,SC Kayembe,,Sawa Group,10/15/2016,,Kasungu,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554057,8498806,Nkhosa,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554097,8494089,Kaswamiyala,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554107,8494489,Mtalanje,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554225,8486069,Mndendela,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554250,8485661,Kambalakapuma,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554271,8486267,Mologeni,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554438,8485928,Kambala,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554485,8488743,Chingala,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554499,8523108,Katema,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554522,8485589,Mwazadawe,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554682,8494128,Chandangoma,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554699,8483739,Chingalande,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554724,8511848,Mkuziwaduka,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554748,8499740,Chibweza,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554799,8488916,Kayembe Chimchira,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554876,8518526,Vinyatsi,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554898,8500746,Tsokomole,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555048,8502090,Milore Primary School,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555075,8489303,Mondwe 1,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555108,8488666,Namuna,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555184,8517721,Gube protected dug well,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555216,8494386,Kasatsi  4,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555259,8491424,Tumbi,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555281,8495220,Solomon 2,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555306,8483274,Chimombo,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555311,8489113,Chipulula,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555352,8491286,Mizeki,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555359,8494907,Solomon Primary School,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555377,8488343,Mkuziwaduka,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555391,8485706,Sandulizeni Primary School,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555416,8488784,Chilonga Mfaifa,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555465,8488634,"Malanda Boreho,e",SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555471,8513584,Mazinga,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555482,8488179,Mkwichi Primary School,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555522,8483082,Chikhungu,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555540,8502933,Mkwera,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555563,8511511,Chizolowondo Health Centre,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555581,8517342,Kachigwada,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555609,8501573,Kasuntha,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555643,8517786,Tchale CDSS,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555701,8491336,Chimkoko,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555725,8518311,Gube Sapeya,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555733,8491566,Sankhula,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555784,8502626,Mbingwa Health Centre,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555804,8495258,Chaseta,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555879,8521750,Kachigamba Clinic,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555887,8484994,Kawiya,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555900,8502249,Mbingwa 2,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555925,8511406,Chizolowondo school,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555953,8484321,Kwamderas,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555961,8521466,Kachigamba Trading centre,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555970,8491177,Mtimauwawa,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555987,8494258,Kasatsi  3,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556042,8510124,Chizolowondo,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556100,8485806,Kawese,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556197,8521457,Kachigamba,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556222,8484269,Kalinde,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556319,8483017,Guma,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556341,8518591,Kachinangwa  - BH20,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556407,8485374,Chimbalu,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556621,8503008,Mbingwa,,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556631,8609354,Nthembwe sch,SC Kayembe,,Borehole Construction Fund,,,Kasungu,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556711,8502924,Chunga,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556889,8513687,Chandawe School,Bowe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556890,8524196,Juma,SC Kayembe,,Sawa Group,8/22/2016,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556907,8485761,Mundundu School,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556980,8495090,Madana,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,Wet Well,Not-Functional,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557004,8513674,Kamongo,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557102,8497002,Mwakana,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557110,8497001,Kaufa Court,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557163,8499248,Kamphenga,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557176,8499229,Kamphenga  2,,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557178,8804877,Katowo sch,SC Kayembe,,Borehole Construction Fund,,,Rumphi,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557325,8495281,Chitsosa,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557368,8493377,Kasatsi 2,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557441,8517035,Chuzu,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,domestic,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557495,8491756,Chatanga,Mkando,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,domestic,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Chaficana,Mkando,,Alimmohamed Hassam Trust,9/17/2023,10,Mulanje,43,10.4,0.00001,,Not-Known,,Hand pump,domestic,N/A,1,0.7,Hand pump,34,,,,,,,,,,,,,,,,,,,,,,,,
,,Drahaman,Mkando,,Alimmohamed Hassam Trust,9/17/2023,10,Mulanje,49,4.88,0.00001,,Not-Known,,Hand pump,,N/A,1,0.7,Hand pump,45,,,,,,,,,,,,,,,,,,,,,,,,
,,Luwangwa,Mkando,,Alimmohamed Hassam Trust,9/16/2023,10,Mulanje,27,6.33,0.00001,,Not-Known,110,Hand pump,,N/A,1,0.7,Hand pump,24,,,,,,,,,,,,,,,,,,,,,,,,
,,Mwinjira,SC Chakhaza,,Alimmohamed Hassam Trust,9/16/2023,10,Mulanje,40,3.18,0.00001,,Not-Known,110,Hand pump,,N/A,1,1.4,Hand pump,29,,,,,,,,,,,,,,,,,,,,,,,,
557511,8517157,Chiliphiza School,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,110,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557533,8489182,Phesele,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,110,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557585,8503970,Chimpeni Mduku school,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557617,8486947,Sauchi,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557650,8514909,Chilambe,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557733,8525203,Chilola,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557793,8516937,Chilenga,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557799,8491832,Daimoni primary school,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557857,8523846,Nyagra School,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557861,8491710,Chatanga 2,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557866,8491496,Chinomwe,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557902,8497306,Kalinde,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558079,8483276,Kalombo,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558118,8490936,CHIMSOLO  2,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558148,8492039,Ngalazuka,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558204,8525133,Gobede,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558216,8490989,Lyson,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558336,8496573,Msampha,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558339,8486601,Tandwe,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558364,8485717,Elisa,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558466,8493563,Chamkakala  3,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558466,8525608,Mkhungulu,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558520,8483695,Kalulu School,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558546,8509969,Pemba  2,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558618,8502505,Mzitu,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558656,8493815,Chamkakala,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558687,8489973,Mthunzi   2,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558708,8483701,Salowa,Lisasadzi,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558748,8533397,Chika,SC Chakhaza,,Sawa Group,10/22/2016,,Kasungu,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558795,8524754,Kauma,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558904,8493596,Chamkakala  2,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558905,8485648,Kantchere Bore hole,Bolero,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558916,8811291,Mnganya,SC Kayembe,,Sawa Group,10/26/2016,,Rumphi,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558949,8486536,Mzowa,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558957,8494959,Tiyendekuti,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559079,8510182,Pemba,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559103,8483852,Chimkoko   Dinde,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559227,8517131,Khomo,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559252,8526518,Chidothi,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559299,8494597,Kafaniya,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559422,8490205,Kamkwiyo,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559431,8494002,Fungwe,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559480,8483981,Chimtolo,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559484,8486538,Mbedza,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559508,8509616,Mseteka,SC Kayembe,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559558,8487938,Chilemba,SC Chakhaza,,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
